iso,YEAR,CO2_t,flights,months_obs,ets_covered,co2_per_flight,ln_co2,ln_flights,ln_intensity,post2012,did,year_x,gdp_pc,air_psgr,air_freight,tourism,ets_eur
BE,2015,4087530.4359999998,168841,12,1,24.209347468920463,15.223451540276132,12.036712722646012,3.1867388176301192,1,1,2015.0,40893.804537772,11473055.0,1479.9763156,8355000.0,7.7
BE,2016,3954393.563,163097,12,1,24.245654812780124,15.190337813166561,12.002100394816397,3.188237418350165,1,1,2016.0,41854.5498296444,12545322.0,1505.4059084,7481000.0,5.4
BE,2017,4373100.711,169551,12,1,25.79224369658687,15.290982860315095,12.040909045501595,3.2500738148135007,1,1,2017.0,44035.3239358548,13676844.0,1574.378609,8385000.0,5.8
BE,2018,4750847.652,171471,12,1,27.706420630893852,15.373833613142603,12.052169435079843,3.3216641780627603,1,1,2018.0,47487.2100392561,13639487.0,1285.344187,9119000.0,15.5
BE,2019,4879818.683,170898,12,1,28.553983563295066,15.400618622016111,12.048822166285058,3.3517964557310522,1,1,2019.0,46716.6227467964,14279187.0,1353.426977272,9343000.0,24.9
BE,2020,3411821.045,84016,12,1,40.60918212007237,15.04275673750779,11.33876253587764,3.703994201630151,1,1,2020.0,45906.2875805246,3520849.848,1265.065943534,2584000.0,24.8
BE,2021,4297174.1406,105429,12,1,40.75893862789175,15.27346818802394,11.565793019559685,3.7076751684642564,1,1,2021.0,51658.238294958,5404284.479,1827.413026121,,53.6
BE,2022,4950612.734,145005,12,1,34.14097951105134,15.415021911530651,11.884523503566815,3.530498407963835,1,1,2022.0,50639.0264882739,10165432.504,1687.38336494,,81.0
BE,2023,4983700.109300001,150565,12,1,33.09999076345765,15.421683166952903,11.922150163619541,3.4995330033333603,1,1,2023.0,55244.68145811,11390665.4189623,1831.4766060564,,83.0
BE,2024,5489842.79232,157563,12,1,34.84220783001085,15.518410177797028,11.967580657269151,3.5508295205278757,1,1,2024.0,56581.9375642531,,,,65.0
BE,2025,6141762.52626,163922,12,1,37.46759145361818,15.630622315324658,12.007145983912043,3.623476331412615,1,1,,,,,,74.0
BG,2010,590879.197,37088,12,1,15.931816139991373,13.289366871095485,10.521048746139478,2.7683181249560076,0,0,2010.0,6854.2987837778,801840.0,2.13518,8374000.0,14.0
BG,2011,584931.152,38431,12,1,15.220294866123702,13.279249430399224,10.556619704557837,2.7226297258413865,0,0,2011.0,7849.98219737366,932868.0,2.29862,8713000.0,13.0
BG,2012,547436.898,36532,12,1,14.985133526771051,13.213002479235929,10.50594386781157,2.7070586114243587,1,1,2012.0,7432.33753378983,973062.0,1.93406,8867000.0,7.0
BG,2013,546779.496,35346,12,1,15.4693457817009,13.21180088495768,10.472940510749742,2.7388603742079374,1,1,2013.0,7796.37945241455,1013220.0,1.731,9192000.0,4.5
BG,2014,587079.059,37805,12,1,15.52913791826478,13.282914772875857,10.54019664799237,2.7427181248834867,1,1,2014.0,8070.01289303544,1060147.0,1.722,9409000.0,6.0
BG,2015,600602.558,38523,12,1,15.590752485528125,13.305688693596556,10.559010744499384,2.7466779490971724,1,1,2015.0,7269.02586513711,1063498.0,1.53095,9317000.0,7.7
BG,2016,729205.763,44538,12,1,16.372665207238764,13.499711224936984,10.704098036345602,2.795613188591382,1,1,2016.0,7822.89886431732,1092333.0,1.76924764650873,10604000.0,5.4
BG,2017,798015.757,49116,12,1,16.247572216792896,13.589883621851039,10.801940126280403,2.7879434955706355,1,1,2017.0,8697.13373333715,1133069.0,1.71896,11596000.0,5.8
BG,2018,843301.575,52100,12,1,16.18621065259117,13.645079913223743,10.860920227741458,2.784159685482284,1,1,2018.0,9849.88769989118,1022645.0,1.375,12368000.0,15.5
BG,2019,799939.346,49294,12,1,16.22792522416521,13.592291186275773,10.80555764877031,2.7867335375054614,1,1,2019.0,10354.2500414088,832828.0,1.257,12552000.0,24.9
BG,2020,426081.082,24209,12,1,17.600110785245157,12.96238494047375,10.094479743833253,2.867905196640497,1,1,2020.0,10760.7616180234,443067.0,1.022,4973000.0,24.8
BG,2021,514942.12799999997,29922,12,1,17.209482253860035,13.151809800516041,10.306349274774178,2.845460525741864,1,1,2021.0,12966.8085197381,41126.0,0.058087,,53.6
BG,2022,663604.82385,40385,12,1,16.43196295282902,13.405442106485388,10.606213707876396,2.799228398608991,1,1,2022.0,13999.9113358453,643765.0,0.86071,,81.0
BG,2023,715319.9786,45274,12,1,15.79979632018377,13.480485244085292,10.720488195263071,2.7599970488222203,1,1,2023.0,15854.0192893772,723825.0,0.626,,83.0
BG,2024,746916.11958,46977,12,1,15.89961299316687,13.523708168091117,10.757413399213553,2.766294768877564,1,1,2024.0,17596.9167621233,,,,65.0
BG,2025,741799.9275999999,50247,12,1,14.763068991183552,13.516834846437192,10.82470612264658,2.6921287237906113,1,1,,,,,,74.0
CH,2010,4383852.357,239260,12,1,18.322546004346734,15.293438429351276,12.385306105724895,2.908132323626381,0,0,,,,,,14.0
CH,2011,4711693.106,253779,12,1,18.566126850527425,15.365557871886887,12.444219088522305,2.921338783364581,0,0,,,,,,13.0
CH,2012,4740374.126,254099,12,1,18.65561897528129,15.371626620092352,12.44547923384203,2.926147386250322,1,1,,,,,,7.0
CH,2013,4744707.816,247464,12,1,19.173325477645232,15.37254041089101,12.41902039586589,2.953520015025121,1,1,,,,,,4.5
CH,2014,4887257.814,249690,12,1,19.573302150666827,15.40214192992525,12.427975427408251,2.9741665025169985,1,1,,,,,,6.0
CH,2015,4992159.716,250919,12,1,19.895502994990416,15.423379182910617,12.432885456868767,2.9904937260418496,1,1,,,,,,7.7
CH,2016,5321774.447,253856,12,1,20.96375286382831,15.48731734837401,12.44452245610173,3.0427948922722803,1,1,,,,,,5.4
