country,year,gdp_pc,air_psgr,air_freight,tourism
TUR,2017,10756.3877677883,107917326.0,4800.237745146,37970000.0
TUR,2018,9684.11819884721,115595495.817,5949.212205544,46113000.0
TUR,2019,9395.23378001368,111131475.0,6815.50975,51747000.0
TUR,2020,8798.11791709313,44722690.061,6870.46874,15971000.0
TUR,2021,9981.76398411336,69065868.0,9338.328585454,
TUR,2022,10897.8397861365,104672089.362,8421.527714636,
TUR,2023,13375.0947282864,125940241.0,8367.297795,
TUR,2024,15892.7157287241,,,
XKX,2010,2987.54523493128,,,
XKX,2011,3538.94809762524,,,
XKX,2012,3410.65497983011,,,
XKX,2013,3704.55812411167,,,
XKX,2014,3902.49322261901,,,
XKX,2015,3520.62685324451,,,
XKX,2016,3759.44777525332,,,
XKX,2017,4009.32022064732,,,
XKX,2018,4384.18796440547,,,
XKX,2019,4415.6992744623,,,
XKX,2020,4320.58382547288,,,
XKX,2021,5269.69946181439,,,
XKX,2022,5298.1473871027,,,
XKX,2023,6220.33213919344,,,
XKX,2024,7026.6988128325,,,
