year,member_state,verified_tco2,free_allocation_tco2,source
2020,ES,3420378.0,4782899.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,FI,400826.0,523522.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,FR,1859301.0,1986981.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,GB,219580.0,565286.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,GR,496260.0,629859.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,HR,74828.0,91506.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,HU,1236739.0,738473.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,IE,4751885.0,5242941.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,IS,190744.0,211090.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,IT,1688131.0,2711905.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,LT,8002.0,0.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,LU,128313.0,85602.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,LV,167073.0,198905.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,MT,194797.0,186829.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,NL,1263527.0,1356368.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,NO,574770.0,900010.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,PL,429191.0,368527.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,PT,567676.0,567497.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,RO,375041.0,315104.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2020,SE,1017394.0,1547266.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,AT,1615585.0,2279760.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,BE,745064.0,492640.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,BG,122332.0,102054.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,CY,7463.0,0.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,CZ,164326.0,360889.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,DE,4690705.0,3369767.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,DK,261064.0,306754.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,EE,9525.0,9716.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,ES,3354009.0,2624084.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,FI,340437.0,485809.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,FR,2262074.0,1812702.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,GR,737790.0,572675.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,HR,108788.0,74645.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,HU,1228309.0,608784.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,IE,5293047.0,4057799.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,IS,267515.0,185691.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,IT,1080710.0,1569582.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,LT,16576.0,0.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,LU,154663.0,73267.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,LV,232821.0,196328.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,MT,260375.0,146420.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,NL,1651252.0,1219395.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,NO,742920.0,842273.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,PL,497959.0,288022.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,PT,657347.0,523959.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,RO,392336.0,272340.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,SE,1050735.0,1462582.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
2021,SK,8655.0,11786.0,"EEA EU ETS database v02 (Union Registry/EUTL extract), main_activity=10-aviation"
