country,year,month,airfare_index,source
DE,2011,3,96.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2011,4,96.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2011,5,96.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2011,6,95.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2011,7,95.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2011,8,95.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2011,9,95.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2011,10,96.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2011,11,97.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2011,12,97.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2012,1,97.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2012,2,97.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2012,3,97.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2012,4,96.6,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2012,5,97.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2012,6,96.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2012,7,96.6,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2012,8,96.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2012,9,97.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2012,10,97.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2012,11,98.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2012,12,98.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2013,1,98.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2013,2,99.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2013,3,99.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2013,4,98.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2013,5,99.6,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2013,6,99.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2013,7,98.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2013,8,98.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2013,9,98.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2013,10,99.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2013,11,100.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2013,12,99.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2014,1,99.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2014,2,100.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2014,3,99.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2014,4,99.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2014,5,100.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2014,6,99.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2014,7,99.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2014,8,98.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2014,9,99.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2014,10,100.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2014,11,100.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2014,12,100.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2015,1,99.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2015,2,100.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2015,3,100.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2015,4,99.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2015,5,100.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2015,6,100.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2015,7,99.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2015,8,99.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2015,9,99.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2015,10,100.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2015,11,100.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2015,12,100.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2016,1,99.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2016,2,100.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2016,3,100.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2016,4,99.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2016,5,100.6,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2016,6,100.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2016,7,100.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2016,8,100.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2016,9,100.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2016,10,100.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2016,11,101.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2016,12,101.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2017,1,101.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2017,2,103.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2017,3,102.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2017,4,102.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2017,5,103.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2017,6,102.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2017,7,102.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2017,8,103.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2017,9,103.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2017,10,104.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2017,11,104.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2017,12,105.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2018,1,105.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2018,2,105.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2018,3,105.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2018,4,104.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2018,5,105.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2018,6,104.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2018,7,104.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2018,8,105.6,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2018,9,105.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2018,10,106.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2018,11,105.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2018,12,106.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2019,1,106.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2019,2,107.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2019,3,106.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2019,4,106.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2019,5,107.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2019,6,107.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2019,7,106.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2019,8,107.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2019,9,107.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2019,10,106.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2019,11,107.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2019,12,106.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2020,1,106.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2020,2,107.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2020,3,107.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2020,4,109.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2020,5,108.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2020,6,108.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2020,7,106.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2020,8,107.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2020,9,107.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2020,10,107.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2020,11,107.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2020,12,107.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2021,1,108.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2021,2,109.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2021,3,109.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2021,4,110.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2021,5,110.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2021,6,110.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2021,7,110.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2021,8,111.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2021,9,111.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2021,10,111.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2021,11,112.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2021,12,112.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2022,1,113.6,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2022,2,115.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2022,3,115.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2022,4,116.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2022,5,116.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2022,6,118.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2022,7,117.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2022,8,117.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2022,9,119.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2022,10,120.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2022,11,122.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2022,12,125.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2023,1,126.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2023,2,128.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2023,3,129.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2023,4,129.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2023,5,129.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2023,6,130.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2023,7,130.6,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2023,8,129.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2023,9,130.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2023,10,130.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2023,11,130.6,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2023,12,130.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2024,1,130.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2024,2,130.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2024,3,130.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2024,4,131.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2024,5,130.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2024,6,130.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2024,7,131.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2024,8,130.6,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2024,9,132.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2024,10,131.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2024,11,131.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
DE,2024,12,132.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2010,1,86.63,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2010,2,87.03,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2010,3,86.55,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2010,4,86.93,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2010,5,86.92,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2010,6,86.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2010,7,86.25,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2010,8,87.05,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2010,9,87.83,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2010,10,87.55,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2010,11,86.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2010,12,87.77,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2011,1,88.35,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2011,2,88.77,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2011,3,88.49,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2011,4,88.91,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2011,5,89.42,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2011,6,89.91,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2011,7,91.21,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2011,8,91.99,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2011,9,92.49,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2011,10,93.34,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2011,11,93.26,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2011,12,93.83,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2012,1,94.09,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2012,2,94.61,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2012,3,95.68,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2012,4,96.75,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2012,5,97.11,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2012,6,97.47,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2012,7,97.64,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2012,8,97.76,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2012,9,97.73,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2012,10,97.83,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2012,11,97.63,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2012,12,98.51,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2013,1,98.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2013,2,98.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2013,3,99.17,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2013,4,99.17,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2013,5,99.35,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2013,6,99.99,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2013,7,99.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2013,8,99.85,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2013,9,100.45,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2013,10,100.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2013,11,100.74,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2013,12,100.6,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2014,1,100.15,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2014,2,100.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2014,3,100.44,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2014,4,100.29,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2014,5,100.94,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2014,6,100.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2014,7,100.6,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2014,8,100.83,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2014,9,101.49,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2014,10,101.19,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2014,11,100.6,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2014,12,99.43,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2015,1,100.51,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2015,2,98.72,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2015,3,99.84,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2015,4,99.07,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2015,5,100.47,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2015,6,100.53,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2015,7,100.21,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2015,8,98.05,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2015,9,100.22,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2015,10,99.26,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2015,11,101.39,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2015,12,101.71,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2016,1,102.19,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2016,2,102.25,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2016,3,102.77,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2016,4,102.59,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2016,5,103.47,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2016,6,103.64,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2016,7,103.21,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2016,8,103.39,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2016,9,103.16,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2016,10,103.49,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2016,11,102.81,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2016,12,102.72,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2017,1,103.56,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2017,2,103.95,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2017,3,104.74,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2017,4,104.25,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2017,5,104.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2017,6,104.71,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2017,7,104.6,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2017,8,104.58,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2017,9,105.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2017,10,105.16,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2017,11,105.43,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2017,12,105.37,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2018,1,105.37,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2018,2,107.31,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2018,3,106.73,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2018,4,106.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2018,5,106.66,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2018,6,107.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2018,7,107.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2018,8,107.81,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2018,9,107.43,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2018,10,108.98,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2018,11,108.83,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2018,12,108.55,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2019,1,109.43,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2019,2,108.45,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2019,3,110.94,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2019,4,109.16,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2019,5,109.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2019,6,109.44,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2019,7,110.55,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2019,8,111.42,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2019,9,111.67,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2019,10,111.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2019,11,111.82,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2019,12,111.06,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2020,1,110.81,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2020,2,110.68,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2020,3,111.14,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2020,4,109.53,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2020,5,111.85,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2020,6,112.66,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2020,7,113.72,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2020,8,112.65,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2020,9,113.51,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2020,10,112.46,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
EE,2020,11,113.86,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
