country,year,month,airfare_index,source
LU,2021,5,117.12,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2021,6,116.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2021,7,115.61,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2021,8,116.31,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2021,9,116.74,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2021,10,117.79,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2021,11,117.78,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2021,12,116.68,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2022,1,119.03,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2022,2,123.02,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2022,3,120.41,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2022,4,121.97,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2022,5,122.48,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2022,6,122.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2022,7,121.76,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2022,8,122.26,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2022,9,123.34,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2022,10,124.06,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2022,11,124.23,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2022,12,127.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2023,1,126.65,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2023,2,132.84,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2023,3,130.34,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2023,4,130.76,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2023,5,131.87,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2023,6,131.0,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2023,7,129.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2023,8,129.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2023,9,129.88,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2023,10,131.01,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2023,11,131.27,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2023,12,131.46,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2024,1,130.64,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2024,2,132.55,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2024,3,131.38,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2024,4,131.22,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2024,5,131.39,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2024,6,132.38,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2024,7,131.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2024,8,131.47,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2024,9,132.46,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2024,10,131.98,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2024,11,130.82,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
LU,2024,12,131.21,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2010,1,101.21,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2010,2,101.58,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2010,3,102.01,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2010,4,100.97,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2010,5,100.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2010,6,100.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2010,7,98.52,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2010,8,98.01,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2010,9,99.12,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2010,10,100.05,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2010,11,101.34,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2010,12,102.15,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2011,1,102.14,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2011,2,101.85,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2011,3,102.21,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2011,4,100.64,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2011,5,100.46,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2011,6,99.17,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2011,7,98.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2011,8,97.95,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2011,9,97.98,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2011,10,98.55,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2011,11,100.95,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2011,12,101.75,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2012,1,102.19,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2012,2,102.64,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2012,3,102.99,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2012,4,102.03,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2012,5,101.67,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2012,6,101.24,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2012,7,100.33,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2012,8,99.93,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2012,9,99.79,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2012,10,99.82,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2012,11,102.21,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2012,12,102.65,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2013,1,102.11,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2013,2,101.87,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2013,3,103.49,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2013,4,102.65,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2013,5,101.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2013,6,100.89,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2013,7,100.19,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2013,8,99.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2013,9,98.88,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2013,10,98.91,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2013,11,101.63,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2013,12,101.61,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2014,1,101.35,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2014,2,101.25,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2014,3,101.31,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2014,4,100.48,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2014,5,100.88,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2014,6,100.55,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2014,7,99.35,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2014,8,98.98,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2014,9,99.33,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2014,10,100.16,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2014,11,100.09,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2014,12,100.19,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2015,1,100.64,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2015,2,100.88,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2015,3,101.48,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2015,4,99.94,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2015,5,100.34,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2015,6,99.6,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2015,7,97.64,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2015,8,96.92,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2015,9,97.38,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2015,10,101.54,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2015,11,102.21,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2015,12,101.44,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2016,1,102.81,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2016,2,102.53,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2016,3,102.12,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2016,4,102.71,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2016,5,103.09,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2016,6,100.84,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2016,7,100.53,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2016,8,100.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2016,9,100.78,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2016,10,104.81,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2016,11,105.01,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2016,12,104.69,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2017,1,105.42,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2017,2,105.79,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2017,3,103.96,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2017,4,103.18,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2017,5,104.46,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2017,6,103.81,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2017,7,102.79,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2017,8,102.96,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2017,9,103.39,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2017,10,104.14,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2017,11,106.72,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2017,12,107.24,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2018,1,107.13,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2018,2,106.98,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2018,3,106.74,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2018,4,105.62,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2018,5,106.22,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2018,6,103.78,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2018,7,104.13,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2018,8,105.99,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2018,9,105.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2018,10,107.61,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2018,11,108.43,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2018,12,108.02,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2019,1,108.76,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2019,2,108.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2019,3,108.99,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2019,4,108.56,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2019,5,108.78,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2019,6,108.92,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2019,7,107.95,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2019,8,107.49,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2019,9,106.71,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2019,10,107.62,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2019,11,109.05,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2019,12,109.25,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2020,1,109.9,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2020,2,109.93,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2020,3,110.13,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2020,4,109.52,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2020,5,109.79,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2020,6,108.05,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2020,7,109.62,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2020,8,109.13,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2020,9,109.57,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2020,10,110.39,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2020,11,111.58,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2020,12,111.29,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2021,1,112.52,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2021,2,112.16,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2021,3,113.36,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2021,4,113.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2021,5,113.99,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2021,6,113.78,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2021,7,114.32,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2021,8,113.51,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2021,9,113.55,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2021,10,115.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2021,11,115.78,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2021,12,115.73,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2022,1,118.59,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2022,2,119.25,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2022,3,120.49,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2022,4,121.91,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2022,5,124.17,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2022,6,126.39,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2022,7,129.78,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2022,8,132.38,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2022,9,135.04,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2022,10,137.64,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2022,11,140.19,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2022,12,140.12,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2023,1,143.76,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2023,2,147.36,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2023,3,151.57,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2023,4,152.81,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2023,5,151.23,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2023,6,151.72,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2023,7,150.96,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2023,8,151.78,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2023,9,152.75,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2023,10,153.36,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2023,11,156.18,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2023,12,154.74,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2024,1,156.36,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2024,2,154.73,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2024,3,154.63,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2024,4,153.87,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2024,5,153.54,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2024,6,152.4,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2024,7,153.63,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2024,8,153.58,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2024,9,153.84,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2024,10,153.58,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2024,11,154.48,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
HU,2024,12,153.99,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2010,1,88.89,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2010,2,91.68,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2010,3,89.89,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2010,4,90.22,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2010,5,89.73,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2010,6,89.67,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2010,7,89.96,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2010,8,89.82,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2010,9,90.31,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2010,10,90.82,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2010,11,91.21,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2010,12,91.39,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2011,1,91.2,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2011,2,91.8,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2011,3,91.41,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2011,4,91.21,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2011,5,91.78,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2011,6,91.68,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2011,7,91.85,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2011,8,91.17,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2011,9,90.87,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2011,10,91.07,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2011,11,91.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2011,12,92.66,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2012,1,92.68,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2012,2,93.09,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2012,3,92.46,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2012,4,92.79,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2012,5,93.06,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2012,6,92.85,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2012,7,93.58,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2012,8,93.5,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2012,9,93.59,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2012,10,94.05,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2012,11,94.13,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2012,12,94.26,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2013,1,94.81,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2013,2,96.48,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2013,3,95.47,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2013,4,96.79,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2013,5,96.42,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2013,6,96.16,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2013,7,96.38,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2013,8,95.54,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2013,9,95.72,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2013,10,96.22,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2013,11,96.99,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2013,12,96.3,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2014,1,95.55,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2014,2,97.56,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2014,3,96.12,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2014,4,97.19,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2014,5,97.1,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2014,6,97.41,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2014,7,97.7,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2014,8,97.07,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2014,9,97.81,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2014,10,98.55,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2014,11,99.46,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2014,12,99.94,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2015,1,98.85,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2015,2,99.76,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2015,3,99.89,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2015,4,101.04,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2015,5,100.69,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2015,6,99.86,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2015,7,98.79,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2015,8,98.72,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2015,9,99.36,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2015,10,100.34,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2015,11,101.32,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2015,12,101.38,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
MT,2016,1,100.08,"Eurostat prc_hicp_midx (CP093, unit I15, Index 2015=100)"
