iso,YEAR,MONTH,CO2_t,flights,n_source,ets_covered,co2_per_flight,ln_co2,ln_flights,ln_intensity,post2012,did
LU,2024,9,154736.18396,3249,1,1,47.62578761465066,11.949476906819651,8.0861025356691,3.86337437115055,1,1
LU,2024,10,169887.8338,3260,1,1,52.11283245398773,12.042893697091339,8.089482474360754,3.953411222730586,1,1
LU,2024,11,168206.33648,2722,1,1,61.795127288758266,12.032946698106288,7.909122183211411,4.123824514894877,1,1
LU,2024,12,165071.783,2713,1,1,60.8447412458533,12.014135706761412,7.905810312658931,4.10832539410248,1,1
LU,2025,1,145211.1181,2368,1,1,61.322262711148646,11.885943949378067,7.769800996003896,4.116142953374171,1,1
LU,2025,2,127496.2527,2344,1,1,54.39259927474403,11.755842252560472,7.759614150696903,3.9962281018635677,1,1
LU,2025,3,158231.12948,2826,1,1,55.99119939136589,11.971812087904071,7.946617563244473,4.025194524659599,1,1
LU,2025,4,156561.57222,3094,1,1,50.601671693600515,11.961204644303642,8.037220031133012,3.9239846131706315,1,1
LU,2025,5,157378.86682,3237,1,1,48.61874168056843,11.966411341783473,8.082402253926244,3.8840090878572298,1,1
LU,2025,6,156957.78838,3230,1,1,48.59374253250775,11.963732184358433,8.080237416216702,3.88349476814173,1,1
LU,2025,7,165312.78758,3297,1,1,50.1403662663027,12.01559464064761,8.10076824307173,3.914826397575878,1,1
LU,2025,8,161971.96918,3212,1,1,50.42713859900373,11.99517856949006,8.074649075066652,3.9205294944234077,1,1
LU,2025,9,167859.25088,3289,1,1,51.03656153238067,12.03088111486027,8.098338846189057,3.932542268671212,1,1
LU,2025,10,172307.61868,3308,1,1,52.08815558645708,12.057036639066023,8.104099056143582,3.9529375829224414,1,1
LU,2025,11,174519.9795,2835,1,1,61.55907566137566,12.069794509772493,7.949797216161852,4.1199972936106395,1,1
LU,2025,12,167975.19988,2822,1,1,59.52345849751949,12.031571627726622,7.945201132412759,4.086370495313862,1,1
LU,2026,1,153075.79856,2359,1,1,64.89012232301823,11.938688493121704,7.765993079407675,4.172695413714028,1,1
LU,2026,2,128528.39582,2397,1,1,53.620523913224865,11.763905138049086,7.781973234434385,3.981931903614701,1,1
LU,2026,3,182248.9219,3073,1,1,59.30651542466644,12.113128734352722,8.030409562130485,4.082719172222237,1,1
LU,2026,4,177115.85378,3153,1,1,56.17375635267999,12.084559338567292,8.056109659545061,4.0284496790222315,1,1
LU,2026,5,180121.33258,3361,1,1,53.591589580481994,12.10138597267817,8.119993827725105,3.981392144953064,1,1
LU,2026,6,177410.93326,3474,1,1,51.06820185952792,12.086223977510956,8.153061946801051,3.933162030709905,1,1
LU,2026,7,178409.77526,3449,1,1,51.72797195129023,12.091838291685203,8.145839612936841,3.9459986787483614,1,1
LV,2011,1,25972.613,2600,1,1,9.989466538461539,10.16479791569083,7.8632667240095735,2.3015311916812555,0,0
LV,2011,2,22362.203,2337,1,1,9.568764655541292,10.015127446566119,7.756623334538858,2.2585041120272606,0,0
LV,2011,3,25920.884,2721,1,1,9.52623447262036,10.162804254822923,7.908754738783246,2.254049516039676,0,0
LV,2011,4,30333.247,3011,1,1,10.074143806044503,10.319999650672981,8.010027528481734,2.309972122191247,0,0
LV,2011,5,33279.459,3366,1,1,9.886945632798575,10.4126956387934,8.121480374750751,2.291215264042648,0,0
LV,2011,6,35610.155,3470,1,1,10.262292507204611,10.480386128972263,8.151909872940905,2.3284762560313585,0,0
LV,2011,7,38067.219,3686,1,1,10.32751465002713,10.547108797062897,8.212297138229768,2.334811658833129,0,0
LV,2011,8,37410.701,3625,1,1,10.320193379310345,10.529712065471898,8.195609567288775,2.334102498183123,0,0
LV,2011,9,33346.109,3309,1,1,10.077397703233604,10.414696372872934,8.104401307921613,2.3102950649513216,0,0
LV,2011,10,31200.998,3054,1,1,10.216436804191224,10.348205360465482,8.024207485778577,2.323997874686904,0,0
LV,2011,11,24295.931,2500,1,1,9.7183724,10.098064166747895,7.824046010856292,2.2740181558916017,0,0
LV,2011,12,24396.948,2528,1,1,9.650691455696203,10.102213321490678,7.8351837552667485,2.2670295662239304,0,0
LV,2012,1,23960.424,2530,1,1,9.470523320158103,10.084158748233078,7.835974581721566,2.2481841665115114,1,1
LV,2012,2,21274.873,2325,1,1,9.150483010752689,9.965281983976048,7.751475318021456,2.2138066659545923,1,1
LV,2012,3,24684.918,2625,1,1,9.403778285714287,10.113947728832068,7.872836175025724,2.241111553806344,1,1
LV,2012,4,42023.517,3014,1,1,13.942772727272727,10.645984669135423,8.01102337918644,2.6349612899489823,1,1
LV,2012,5,34922.32,3177,1,1,10.992231665092854,10.460881445318252,8.063692634269517,2.397188811048737,1,1
LV,2012,6,35297.22,3158,1,1,11.177080430652312,10.471559486279089,8.057694194815587,2.4138652914635013,1,1
LV,2012,7,35628.075,3291,1,1,10.825911577028258,10.480889229635432,8.098946748943339,2.381942480692092,1,1
LV,2012,8,34654.109,3219,1,1,10.76548897173035,10.453171583445888,8.076826031298808,2.3763455521470798,1,1
LV,2012,9,32060.894,3012,1,1,10.644387118193892,10.37539231098998,8.010359588919783,2.365032722070196,1,1
LV,2012,10,30083.268,2907,1,1,10.348561403508771,10.311724415779507,7.9748769005588755,2.336847515220631,1,1
LV,2012,11,25609.551,2447,1,1,10.46569309358398,10.150720646825901,7.802618063442671,2.348102583383229,1,1
LV,2012,12,26490.585,2411,1,1,10.98738490253007,10.184544665827481,7.787796878181171,2.3967477876463104,1,1
LV,2013,1,25894.394,2477,1,1,10.453933790876059,10.16178177638296,7.814803429489359,2.346978346893599,1,1
LV,2013,2,23653.003,2254,1,1,10.493790150842946,10.0712453626034,7.720461694599722,2.350783668003679,1,1
LV,2013,3,27877.418,2548,1,1,10.940901883830456,10.235572249394961,7.843064016692054,2.3925082327029075,1,1
LV,2013,4,30077.175,2821,1,1,10.661884083658277,10.311521857429968,7.944846711001996,2.366675146427971,1,1
LV,2013,5,33317.708,3028,1,1,11.003206076618229,10.413844306399803,8.01565761455734,2.3981866918424637,1,1
LV,2013,6,40630.191,3064,1,1,13.260506201044386,10.612266689930605,8.027476530860483,2.5847901590701228,1,1
LV,2013,7,42254.366,3284,1,1,12.866737515225335,10.651462964724498,8.096817470572319,2.554645494152179,1,1
LV,2013,8,36823.903,3179,1,1,11.583486316451713,10.513902451341968,8.064321960910803,2.449580490431165,1,1
LV,2013,9,36954.051,3022,1,1,12.228342488418265,10.517430555008318,8.013674142832684,2.503756412175632,1,1
LV,2013,10,39727.142,2938,1,1,13.52183185840708,10.589789910656094,7.9854843567338225,2.604305553922271,1,1
LV,2013,11,28207.121,2459,1,1,11.47097234648231,10.247329742779465,7.807510042216193,2.439819700563273,1,1
LV,2013,12,26268.811,2451,1,1,10.717589147286823,10.176137620901576,7.804251383528112,2.3718862373734626,1,1
LV,2014,1,25759.971,2490,1,1,10.345369879518072,10.156577054441259,7.820037989458753,2.3365390649825053,1,1
LV,2014,2,23253.599,2179,1,1,10.671683799908214,10.054215194734809,7.68662133494462,2.367593859790189,1,1
LV,2014,3,27485.204,2484,1,1,11.06489694041868,10.221403102497524,7.81762544305337,2.4037776594441542,1,1
LV,2014,4,29115.563,2803,1,1,10.38728612201213,10.279028121195715,7.938445551164788,2.3405825700309273,1,1
LV,2014,5,33884.154,2982,1,1,11.362895372233401,10.43070275045907,8.000349495324684,2.4303532551343854,1,1
LV,2014,6,36047.748,3047,1,1,11.830570397111913,10.492599671968497,8.021912778985708,2.470686892982787,1,1
LV,2014,7,36417.868,3259,1,1,11.174552930346733,10.502814812303969,8.089175678837561,2.413639133466407,1,1
LV,2014,8,36219.016,3172,1,1,11.418353089533419,10.497339563757489,8.06211758275474,2.43522198100275,1,1
LV,2014,9,34740.238,2981,1,1,11.653887286145588,10.45565389066397,8.000014093678072,2.4556397969859005,1,1
LV,2014,10,29155.78,2780,1,1,10.487690647482014,10.280408456856952,7.930206206684683,2.35020225017227,1,1
LV,2014,11,25010.785,2352,1,1,10.633837159863946,10.127062410824111,7.763021309018518,2.3640411018055936,1,1
LV,2014,12,24417.718,2326,1,1,10.497729148753224,10.103064295304712,7.75190533307861,2.351158962226102,1,1
LV,2015,1,24329.832,2408,1,1,10.103750830564783,10.099458530698241,7.786551806428712,2.3129067242695296,1,1
LV,2015,2,21792.003,2109,1,1,10.332860597439545,9.989298346614428,7.653969180478774,2.335329166135653,1,1
LV,2015,3,27257.141,2519,1,1,10.820619690353315,10.213070820806836,7.831617276352611,2.3814535444542253,1,1
LV,2015,4,29055.893,2830,1,1,10.2671,10.276976598850187,7.948031990637284,2.328944608212903,1,1
LV,2015,5,31682.187,3076,1,1,10.299800715214564,10.363509877636528,8.031385330625534,2.3321245470109933,1,1
LV,2015,6,35184.027,3180,1,1,11.064159433962265,10.468347480188518,8.064636475774222,2.4037110044142955,1,1
LV,2015,7,34688.803,3240,1,1,10.706420679012346,10.454172233747247,8.083328608786376,2.3708436249608713,1,1
LV,2015,8,34943.074,3246,1,1,10.76496426370918,10.461475559211333,8.085178748074537,2.376296811136797,1,1
LV,2015,9,33759.616,3171,1,1,10.646362661620941,10.427020574237622,8.061802274538348,2.3652182996992743,1,1
LV,2015,10,31056.561,3025,1,1,10.26663173553719,10.343565369387832,8.014666370464942,2.32889899892289,1,1
LV,2015,11,27429.886,2668,1,1,10.281066716641678,10.219388427889472,7.889084407035514,2.330304020853958,1,1
LV,2015,12,26414.17,2590,1,1,10.198521235521234,10.181655887563958,7.859413154693583,2.3222427328703743,1,1
LV,2016,1,26543.019,2549,1,1,10.413110631620244,10.18652205424276,7.8434564043761155,2.3430656498666442,1,1
LV,2016,2,23337.707,2323,1,1,10.046365475678002,10.057825657655311,7.750614732770409,2.3072109248849024,1,1
LV,2016,3,27374.321,2661,1,1,10.287230740323187,10.217360663158217,7.886457270977689,2.330903392180529,1,1
LV,2016,4,28787.07,2848,1,1,10.10781952247191,10.267681606978737,7.954372272531867,2.3133093344468705,1,1
LV,2016,5,32020.739,3039,1,1,10.536603817045082,10.374139065609803,8.019283792916793,2.354855272693011,1,1
LV,2016,6,35745.762,3151,1,1,11.344259600126945,10.48418699564054,8.055475141757274,2.428711853883266,1,1
LV,2016,7,33844.662,3061,1,1,11.056733747141456,10.429536570188748,8.026496938945412,2.4030396312433355,1,1
LV,2016,8,34886.298,3142,1,1,11.103213876511777,10.459849423650178,8.052614818815567,2.4072346048346125,1,1
LV,2016,9,32594.767,3058,1,1,10.658851209941139,10.391907032997455,8.025516386489008,2.3663906465084485,1,1
LV,2016,10,32349.006,3046,1,1,10.620159553512805,10.384338573027305,8.021584533455107,2.3627540395721978,1,1
LV,2016,11,25810.099,2611,1,1,9.885139410187668,10.158521128427891,7.8674885686991285,2.2910325597287624,1,1
LV,2016,12,26532.931,2636,1,1,10.065603566009106,10.186141919732817,7.877017895622398,2.3091240241104196,1,1
LV,2017,1,25581.374,2553,1,1,10.020122992557775,10.149619787529234,7.845024417241484,2.3045953702877497,1,1
LV,2017,2,23945.121,2367,1,1,10.116231939163498,10.083519866010967,7.769378609513984,2.3141412564969825,1,1
LV,2017,3,28646.562,2759,1,1,10.382951069227982,10.26278871494231,7.922623574217286,2.3401651407250235,1,1
LV,2017,4,30713.584,2965,1,1,10.358712984822933,10.332460311281872,7.994632311431825,2.337827999850047,1,1
LV,2017,5,35216.031,3253,1,1,10.825708884106978,10.469256684047545,8.087332926473351,2.381923757574194,1,1
LV,2017,6,39876.652,3478,1,1,11.465397354801611,10.593546268696054,8.154212694914229,2.4393335737818256,1,1
LV,2017,7,40016.746,3559,1,1,11.24381736442821,10.597053295486614,8.177234885510194,2.41981840997642,1,1
LV,2017,8,38866.026,3641,1,1,10.674547102444382,10.567875780389587,8.200013648175434,2.367862132214154,1,1
LV,2017,9,36852.004,3482,1,1,10.583573808156233,10.514665278771094,8.155362120328135,2.35930315844296,1,1
LV,2017,10,35724.247,3427,1,1,10.424349868689816,10.483584924899233,8.139440521874608,2.344144403024625,1,1
LV,2017,11,31810.715,3041,1,1,10.460609996711607,10.367558461699007,8.019941687677365,2.3476167740216414,1,1
LV,2017,12,32454.394,3047,1,1,10.651261568756153,10.38759112128585,8.021912778985708,2.365678342300141,1,1
LV,2018,1,31399.296,3033,1,1,10.352553907022749,10.354540751262839,8.017307507688582,2.3372332435742575,1,1
LV,2018,2,27955.386,2718,1,1,10.285278145695363,10.23836516127098,7.907651594711089,2.330713566559891,1,1
LV,2018,3,33422.961,3221,1,1,10.376579012728968,10.416998397865601,8.0774471493312,2.3395512485344034,1,1
LV,2018,4,36332.753,3468,1,1,10.476572376009226,10.500474899938546,8.151333337900432,2.349141562038113,1,1
LV,2018,5,41778.516,3835,1,1,10.894006779661018,10.640137515092462,8.251924713801357,2.3882128012911052,1,1
LV,2018,6,44757.564,3863,1,1,11.586219000776598,10.70901573735235,8.259199362666282,2.4498163746860695,1,1
LV,2018,7,44274.894,3899,1,1,11.355448576558091,10.698173068520557,8.268475388982598,2.4296976795379592,1,1
LV,2018,8,44742.646,3999,1,1,11.188458614653664,10.708682375002963,8.293799608846818,2.4148827661561447,1,1
LV,2018,9,42649.397,3807,1,1,11.202888626214866,10.660768414484592,8.244596756382498,2.416171658102093,1,1
LV,2018,10,42188.876,3768,1,1,11.19662314225053,10.649911863379282,8.234299635696253,2.4156122276830283,1,1
LV,2018,11,35032.58,3187,1,1,10.992337621587701,10.464033764635571,8.066835314417336,2.3971984502182346,1,1
LV,2018,12,35197.757,3182,1,1,11.06152011313639,10.468737637964972,8.065265208897733,2.4034724290672402,1,1
LV,2019,1,34493.75,3139,1,1,10.98877030901561,10.448533427187812,8.051659556841953,2.396873870345858,1,1
LV,2019,2,30301.811,2780,1,1,10.89993201438849,10.318962758688263,7.930206206684683,2.3887565520035814,1,1
LV,2019,3,35659.304,3191,1,1,11.174962080852396,10.481765373559806,8.068089626278244,2.413675747281562,1,1
LV,2019,4,41129.619,3722,1,1,11.050408113917248,10.624483797870113,8.222016437202196,2.4024673606679174,1,1
LV,2019,5,46377.084,4041,1,1,11.476635486265776,10.744560736905445,8.304247465078474,2.4403132718269713,1,1
LV,2019,6,47213.502,4060,1,1,11.628941379310344,10.762435189988514,8.308938252595778,2.4534969373927353,1,1
LV,2019,7,48568.859,4265,1,1,11.38777467760844,10.790737843196444,8.35819745992578,2.432540383270665,1,1
LV,2019,8,48471.068,4265,1,1,11.364845955451347,10.78872236284466,8.35819745992578,2.4305249029188802,1,1
LV,2019,9,45369.635,4015,1,1,11.300033623910338,10.722598327662016,8.297792626380861,2.4248057012811546,1,1
LV,2019,10,44444.554,3934,1,1,11.297548042704625,10.701997713750862,8.277411998949004,2.424585714801857,1,1
LV,2019,11,35285.72,3204,1,1,11.013021223470663,10.471233628498108,8.07215530818825,2.399078320309858,1,1
LV,2019,12,36942.647,3356,1,1,11.00794010727056,10.51712190792667,8.118505067587098,2.398616840339573,1,1
LV,2020,1,35963.402,3290,1,1,10.931125227963527,10.49025708922757,8.098642843759418,2.3916142454681535,1,1
LV,2020,2,31831.247,3025,1,1,10.522726280991735,10.368203696385905,8.014666370464942,2.353537325920963,1,1
LV,2020,3,20916.806,1900,1,1,11.008845263157895,9.948308229658316,7.549609165154532,2.398699064503784,1,1
LV,2020,4,2069.824,178,1,1,11.628224719101125,7.635218858490067,5.181783550292085,2.453435308197982,1,1
LV,2020,5,3136.297,331,1,1,9.47521752265861,8.050798083618561,5.802118375377063,2.2486797082414984,1,1
LV,2020,6,7637.095,759,1,1,10.062048748353096,8.940772574250586,6.63200177739563,2.3087707968549553,1,1
LV,2020,7,19210.564,1651,1,1,11.635714112658993,9.8632156150401,7.409136443920128,2.4540791711199716,1,1
LV,2020,8,18877.171,1826,1,1,10.337990690032857,9.845708587370497,7.509883061154913,2.3358255262155834,1,1
LV,2020,9,18650.333,1706,1,1,10.932199882766705,9.833619280140441,7.441906728051625,2.3917125520888165,1,1
LV,2020,10,14669.58,1324,1,1,11.079743202416918,9.593531240870334,7.188412736496954,2.4051185043733807,1,1
LV,2020,11,10057.071,995,1,1,10.10760904522613,9.216031248178933,6.902742737158593,2.3132885110203394,1,1
LV,2020,12,11638.822,1078,1,1,10.796680890538033,9.362101513414943,6.982862751468942,2.379238761946002,1,1
LV,2021,1,9488.6757,837,1,1,11.336530107526881,9.157854334974935,6.729824070489475,2.4280302644854603,1,1
LV,2021,2,4966.5401,560,1,1,8.868821607142857,8.510478719719261,6.327936783729195,2.1825419359900664,1,1
LV,2021,3,7229.34595,761,1,1,9.499797568988173,8.88590384771359,6.634633357861686,2.2512704898519047,1,1
LV,2021,4,9698.55355,902,1,1,10.752276662971175,9.179732034815496,6.804614520062624,2.3751175147528722,1,1
LV,2021,5,12629.75855,1158,1,1,10.906527245250432,9.443811097980486,7.05444965813294,2.3893614398475465,1,1
LV,2021,6,18712.55975,1536,1,1,12.182656087239584,9.836950221775558,7.336936913707618,2.500013308067941,1,1
LV,2021,7,26708.1239,2166,1,1,12.330620452446906,10.192723064026456,7.680637427560936,2.512085636465521,1,1
LV,2021,8,30224.8264,2424,1,1,12.468987788778879,10.316418931876756,7.793174347189205,2.5232445846875504,1,1
LV,2021,9,30422.8367,2360,1,1,12.8910325,10.322948812616225,7.7664168980196555,2.556531914596569,1,1
LV,2021,10,33374.0744,2429,1,1,13.739841251543844,10.41553466198464,7.795234929002173,2.6202997329824687,1,1
LV,2021,11,31831.5942,2241,1,1,14.204191967871486,10.368214603847571,7.714677473800927,2.6535371300466446,1,1
LV,2021,12,32191.27165,2332,1,1,13.80414736277873,10.379450628017075,7.754481547470383,2.624969080546693,1,1
LV,2022,1,25355.0745,1938,1,1,13.083113777089782,10.140734166501277,7.569411792450712,2.571322374050565,1,1
LV,2022,2,22282.48705,1679,1,1,13.271284723049433,10.011556314831136,7.425953657077541,2.5856026577535958,1,1
LV,2022,3,24732.89745,1982,1,1,12.478757542885974,10.115889517016706,7.591861714889934,2.5240278021267724,1,1
LV,2022,4,29205.1718,2351,1,1,12.422446533390048,10.282101089011464,7.762596048540069,2.5195050404713952,1,1
LV,2022,5,32550.5194,2649,1,1,12.287851793129484,10.390548604498651,7.88193748927207,2.5086111152265818,1,1
LV,2022,6,32593.804,2639,1,1,12.350816218264494,10.391877487941159,7.878155336503324,2.5137221514378347,1,1
LV,2022,7,32374.7976,2647,1,1,12.230750887797507,10.385135547244845,7.881182202227102,2.503953345017744,1,1
LV,2022,8,32490.91255,2632,1,1,12.344571637537994,10.388715715372435,7.875499292445208,2.513216422927227,1,1
LV,2022,9,32626.4449,2610,1,1,12.500553601532566,10.39287843176691,7.867105500316739,2.5257729314501707,1,1
LV,2022,10,33066.1722,2603,1,1,12.703101114099116,10.406266050864016,7.864419904994565,2.5418461458694503,1,1
LV,2022,11,27299.60585,2215,1,1,12.32487848758465,10.214627543339889,7.703007682479236,2.511619860860652,1,1
LV,2022,12,28764.84975,2306,1,1,12.473915763226367,10.266909425922028,7.743269700829004,2.5236397250930236,1,1
LV,2023,1,27629.46185,2176,1,1,12.697362982536765,10.226637940710049,7.685243607975833,2.5413943327342152,1,1
LV,2023,2,24252.1364,1911,1,1,12.69080920983778,10.096259991454215,7.555381944240273,2.5408780472139423,1,1
LV,2023,3,29304.1622,2321,1,1,12.625662300732442,10.285484839523868,7.749753406274437,2.53573143324943,1,1
LV,2023,4,32304.36545,2523,1,1,12.803949841458582,10.382957653329145,7.833203948641057,2.5497537046880865,1,1
LV,2023,5,37269.6441,2888,1,1,12.90500141966759,10.5259344431924,7.968319500012717,2.5576149431796833,1,1
LV,2023,6,38006.9535,2932,1,1,12.962808151432471,10.545524408810579,7.983440063006542,2.562084345804036,1,1
LV,2023,7,39255.6321,2965,1,1,13.239673558178753,10.57785020591005,7.994632311431825,2.5832178944782243,1,1
LV,2023,8,39115.3869,3015,1,1,12.973594328358208,10.574271195416292,8.011355109161286,2.562916086255007,1,1
LV,2023,9,36976.2872,2849,1,1,12.978689785889786,10.518032099684344,7.954723334497908,2.5633087651864352,1,1
LV,2023,10,38492.7012,2846,1,1,13.525193675333803,10.558223923082684,7.953669778649798,2.604554144432887,1,1
LV,2023,11,30277.12275,2342,1,1,12.927891865926558,10.318147681570245,7.758760544157663,2.5593871374125823,1,1
LV,2023,12,30472.18385,2388,1,1,12.760546000837522,10.324569541547957,7.778211474512493,2.546358067035465,1,1
LV,2024,1,26472.74796,2105,1,1,12.576127296912114,10.183871103962035,7.652070746116482,2.531800357845554,1,1
LV,2024,2,24318.17974,1936,1,1,12.561043254132231,10.09897948706188,7.568379267836522,2.530600219225358,1,1
LV,2024,3,32347.43988,2451,1,1,13.197649889840882,10.384290158621258,7.804251383528112,2.5800387750931457,1,1
LV,2024,4,33715.586,2695,1,1,12.510421521335807,10.425715502005326,7.899153483343097,2.526562018662228,1,1
LV,2024,5,38033.61802,3043,1,1,12.498724291817286,10.546225732342474,8.02059914989697,2.5256265824455038,1,1
LV,2024,6,39152.46976,3016,1,1,12.981588116710876,10.575218783975819,8.011686729127847,2.563532054847972,1,1
LV,2024,7,39226.15876,3219,1,1,12.185821298539919,10.577099118528821,8.076826031298808,2.500273087230014,1,1
LV,2024,8,38418.66346,3139,1,1,12.239140955718383,10.556298648106825,8.051659556841953,2.5046390912648717,1,1
LV,2024,9,38162.42322,2956,1,1,12.910156705006765,10.549606625118411,7.991592282068092,2.558014343050318,1,1
LV,2024,10,39405.64346,3026,1,1,13.022354084600131,10.58166432005425,8.014996894348302,2.5666674257059476,1,1
LV,2024,11,33558.80384,2567,1,1,13.07316082586677,10.42105451751447,7.8504931808711405,2.5705613366433293,1,1
LV,2024,12,34113.73828,2559,1,1,13.330886393122313,10.437455464247838,7.847371836159788,2.5900836280880495,1,1
LV,2025,1,28845.65308,2281,1,1,12.64605571240684,10.269714587446993,7.732369222284388,2.5373453651626052,1,1
LV,2025,2,26615.55576,2075,1,1,12.826773860240964,10.189251126846667,7.637716432664798,2.551534694181869,1,1
LV,2025,3,34883.25,2663,1,1,13.09923019151333,10.45976205028775,7.887208585813932,2.572553464473818,1,1
LV,2025,4,34391.34434,2659,1,1,12.933939202707785,10.445560193677109,7.88570539124302,2.559854802434088,1,1
LV,2025,5,38025.4095,2904,1,1,13.094149276859504,10.546009886300276,7.973844375944687,2.5721655103555885,1,1
LV,2025,6,38541.6796,2874,1,1,13.410466109951289,10.559495521714128,7.96346006663897,2.5960354550751576,1,1
LV,2025,7,38374.67958,3022,1,1,12.698437981469226,10.5551531351478,8.013674142832684,2.541478992315114,1,1
LV,2025,8,38024.75204,2977,1,1,12.772842472287538,10.545992596133187,7.998671361015776,2.5473212351174115,1,1
LV,2025,9,39076.63048,2909,1,1,13.43301150910966,10.573279881354514,7.975564658495202,2.597715222859312,1,1
LV,2025,10,39667.59706,2891,1,1,13.72106435835351,10.588289938444603,7.969357742016346,2.6189321964282573,1,1
LV,2025,11,33566.4951,2441,1,1,13.751124580090128,10.421283678804032,7.80016307039296,2.6211206084110716,1,1
LV,2025,12,34980.77746,2532,1,1,13.815472930489731,10.46255397416894,7.836764783264067,2.6257891909048747,1,1
LV,2026,1,29255.82682,2191,1,1,13.352727895937926,10.283834040342187,7.692113339595466,2.59172070074672,1,1
LV,2026,2,28255.53352,2078,1,1,13.597465601539943,10.249044594207389,7.639161171659173,2.609883422548215,1,1
LV,2026,3,34245.12414,2632,1,1,13.011065402735563,10.441299472680187,7.875499292445208,2.5658001802349797,1,1
LV,2026,4,36003.8508,2851,1,1,12.628499052963873,10.491381178384387,7.955425088912672,2.535956089471716,1,1
LV,2026,5,36947.37882,2947,1,1,12.53728497455039,10.517249985294459,7.988542982737695,2.528707002556765,1,1
LV,2026,6,39022.27208,2984,1,1,13.077168927613942,10.571887841082601,8.001019961323651,2.570867879758949,1,1
LV,2026,7,39377.66542,3174,1,1,12.406321808443604,10.580954067043201,8.062747901086354,2.518206165956847,1,1
MC,2010,1,6.215,14,1,0,0.4439285714285714,1.8269657249626745,2.6390573296152584,-0.8120916046525842,0,0
MC,2010,2,5.626,14,1,0,0.40185714285714286,1.727398710067665,2.6390573296152584,-0.9116586195475935,0,0
MC,2010,3,11.685,29,1,0,0.40293103448275863,2.4583059679908215,3.367295829986474,-0.9089898619956527,0,0
MC,2010,4,24.526,56,1,0,0.4379642857142857,3.199733779339834,4.02535169073515,-0.8256179113953149,0,0
MC,2010,5,26.426,73,1,0,0.362,3.274348373992025,4.290459441148391,-1.016111067156366,0,0
MC,2010,6,27.493,64,1,0,0.429578125,3.3139314268157873,4.1588830833596715,-0.8449516565438846,0,0
MC,2010,7,37.404,89,1,0,0.4202696629213484,3.6217776505732004,4.48863636973214,-0.8668587191589393,0,0
MC,2010,8,29.357,68,1,0,0.43172058823529413,3.3795310186890872,4.219507705176107,-0.8399766864870192,0,0
MC,2010,9,34.0,81,1,0,0.41975308641975306,3.5263605246161616,4.394449154672439,-0.8680886300562775,0,0
MC,2010,10,27.559,71,1,0,0.3881549295774648,3.3163291610169137,4.2626798770413155,-0.9463507160244017,0,0
MC,2010,11,6.053,15,1,0,0.40353333333333335,1.8005540169095502,2.70805020110221,-0.9074961841926599,0,0
MC,2010,12,8.121,20,1,0,0.40605,2.094453299300274,2.995732273553991,-0.9012789742537172,0,0
MC,2011,1,12.719,40,1,0,0.317975,2.5430969384693474,3.6888794541139363,-1.1457825156445889,0,0
MC,2011,2,9.724,29,1,0,0.3353103448275862,2.274597056453877,3.367295829986474,-1.092698773532597,0,0
MC,2011,3,10.026,27,1,0,0.37133333333333335,2.3051817188413115,3.295836866004329,-0.9906551471630174,0,0
MC,2011,4,19.165,75,1,0,0.25553333333333333,2.9530856988325183,4.31748811353631,-1.364402414703792,0,0
MC,2011,5,23.849,86,1,0,0.2773139534883721,3.171742287734143,4.454347296253507,-1.2826050085193648,0,0
MC,2011,6,22.104,71,1,0,0.3113239436619718,3.0957585876211153,4.2626798770413155,-1.1669212894202001,0,0
MC,2011,7,24.597,84,1,0,0.29282142857142857,3.2026244842821505,4.430816798843313,-1.2281923145611633,0,0
MC,2011,8,25.467,76,1,0,0.33509210526315786,3.2373834964239405,4.330733340286331,-1.0933498438623908,0,0
MC,2011,9,28.302,85,1,0,0.33296470588235294,3.3429324735301797,4.442651256490317,-1.099718782960137,0,0
MC,2011,10,20.639,72,1,0,0.28665277777777776,3.0271824898272386,4.276666119016055,-1.249483629188817,0,0
MC,2011,11,14.136,44,1,0,0.32127272727272727,2.648724735017395,3.784189633918261,-1.135464898900866,0,0
MC,2011,12,12.254,42,1,0,0.2917619047619048,2.5058524143034626,3.7376696182833684,-1.2318172039799054,0,0
MC,2012,1,20.645,29,1,0,0.7118965517241379,3.0274731593380535,3.367295829986474,-0.33982267064842053,1,0
MC,2012,2,25.128,35,1,0,0.7179428571428571,3.2239827622363455,3.5553480614894135,-0.3313652992530683,1,0
MC,2012,3,35.749,52,1,0,0.6874807692307693,3.57652229672082,3.9512437185814275,-0.37472142186060714,1,0
MC,2012,4,35.364,51,1,0,0.6934117647058823,3.5656943535435577,3.9318256327243257,-0.3661312791807679,1,0
MC,2012,5,57.076,84,1,0,0.6794761904761905,4.044383713068329,4.430816798843313,-0.38643308577498486,1,0
MC,2012,6,62.81,89,1,0,0.7057303370786517,4.140114296466289,4.48863636973214,-0.3485220732658504,1,0
MC,2012,7,63.428,92,1,0,0.6894347826086956,4.149905404327321,4.5217885770490405,-0.3718831727217193,1,0
MC,2012,8,59.11,84,1,0,0.7036904761904762,4.079400114836278,4.430816798843313,-0.35141668400703546,1,0
MC,2012,9,42.089,62,1,0,0.6788548387096774,3.739786423887742,4.127134385045092,-0.3873479611573496,1,0
MC,2012,10,30.591,45,1,0,0.6798000000000001,3.4207058480501984,3.8066624897703196,-0.38595664172012134,1,0
