iso,YEAR,MONTH,CO2_t,flights,n_source,ets_covered,co2_per_flight,ln_co2,ln_flights,ln_intensity,post2012,did
EL,2023,8,731000.39655,44779,1,1,16.324625305388686,13.502169281207829,10.709494558505451,2.792674722702378,1,1
EL,2023,9,633293.7385,38511,1,1,16.444489587390613,13.358689635356322,10.558699193753036,2.7999904416032866,1,1
EL,2023,10,472990.8496,28970,1,1,16.326919212978943,13.0668313218324,10.274016090763396,2.7928152310690026,1,1
EL,2023,11,171514.59275,14421,1,1,11.893391078982042,12.052423630889558,9.57644075656207,2.4759828743274874,1,1
EL,2023,12,152718.24345,13808,1,1,11.060127712195829,11.936349956565541,9.53300341332321,2.403346543242333,1,1
EL,2024,1,134655.1985,12911,1,1,10.429494113546587,11.810472704995423,9.46583494017472,2.344637764820704,1,1
EL,2024,2,128791.36954,12344,1,1,10.433519891445236,11.765949083730323,9.420925394042996,2.345023689687327,1,1
EL,2024,3,163670.3991,14632,1,1,11.185784520229634,12.005609922940165,9.590966190070702,2.4146437328694637,1,1
EL,2024,4,317859.81852,21603,1,1,14.713688771004026,12.669365742307464,9.980587472916977,2.6887782693904887,1,1
EL,2024,5,547342.83188,31991,1,1,17.10927547997874,13.212830634402371,10.373209892223665,2.839620742178706,1,1
EL,2024,6,686819.53354,40871,1,1,16.804568851753075,13.439826848981324,10.618176044083802,2.8216508048975224,1,1
EL,2024,7,786008.76066,47405,1,1,16.58071428456914,13.574723217227092,10.76648298735206,2.808240229875032,1,1
EL,2024,8,788311.05782,47345,1,1,16.650355007286937,13.577648034375724,10.765216496417601,2.8124315379581226,1,1
EL,2024,9,675687.43946,40697,1,1,16.60288078875593,13.423485880437491,10.613909658640255,2.809576221797236,1,1
EL,2024,10,513419.10202,31162,1,1,16.47580713753931,13.148847753622226,10.3469546827773,2.801893070844926,1,1
EL,2024,11,195425.90084,15916,1,1,12.278581354611712,12.182936562723551,9.675080171546819,2.5078563911767318,1,1
EL,2024,12,172175.40724,15135,1,1,11.375976692434755,12.056269045677999,9.624765221455819,2.4315038242221787,1,1
EL,2025,1,150273.05102,13772,1,1,10.911490779843161,11.920209258400535,9.530392824458414,2.3898164339421197,1,1
EL,2025,2,138194.05134,12808,1,1,10.789666719237976,11.8364141455398,9.45782525467655,2.3785888908632495,1,1
EL,2025,3,185162.24684,15701,1,1,11.793022536144194,12.128987729657887,9.661479683575521,2.4675080460823655,1,1
EL,2025,4,334011.73414,22898,1,1,14.586939214778583,12.718931403497406,10.038804849483757,2.6801265540136487,1,1
EL,2025,5,571680.52798,32974,1,1,17.337312063443925,13.256335596815445,10.403474651121124,2.8528609456943204,1,1
EL,2025,6,707926.95802,41717,1,1,16.969747537454754,13.470096200715394,10.638663998571394,2.8314322021440015,1,1
EL,2025,7,819165.87992,48654,1,1,16.83655773256053,13.616041881911693,10.792489304172612,2.8235525777390813,1,1
EL,2025,8,824090.58106,48705,1,1,16.92004067467406,13.622035731320791,10.793536973205056,2.828498758115735,1,1
EL,2025,9,703051.8764,41682,1,1,16.867037963629382,13.463185960957865,10.637824659920936,2.825361301036929,1,1
EL,2025,10,541413.09388,32364,1,1,16.728868306760596,13.201937841093375,10.38480197292773,2.817135868165644,1,1
EL,2025,11,210897.30186,17165,1,1,12.286472581415671,12.259126572928414,9.750627705891793,2.508498867036622,1,1
EL,2025,12,183691.0339,16553,1,1,11.097144559898508,12.121010461628815,9.714322633260165,2.40668782836865,1,1
EL,2026,1,160646.59828,14887,1,1,10.791065915228051,11.986962189592148,9.608243627877057,2.3787185617150906,1,1
EL,2026,2,157870.50804,14230,1,1,11.094202954321855,11.969530406611428,9.563107691083898,2.4064227155275306,1,1
EL,2026,3,223942.37588,17738,1,1,12.625007096628707,12.319144047206867,9.783464509936397,2.53567953727047,1,1
EL,2026,4,353977.28514,24138,1,1,14.664731342281879,12.776988023785982,10.091542641177844,2.6854453826081386,1,1
EL,2026,5,603468.1393,34974,1,1,17.254764662320582,13.310448524919817,10.462360207273605,2.8480883176462117,1,1
EL,2026,6,740544.50842,43842,1,1,16.8912118156106,13.51514101678512,10.688347541019272,2.8267934757658484,1,1
EL,2026,7,845187.09476,50768,1,1,16.64802818231957,13.647313295748027,10.835021513822976,2.81229178192505,1,1
ES,2010,1,1195601.895,66181,2,1,18.06563658754023,13.994160294368918,11.100148691666671,2.8940116027022453,0,0
ES,2010,2,1104903.722,64761,2,1,17.061251710134187,13.915268759726239,11.078458849302987,2.836809910423251,0,0
ES,2010,3,1287829.618,75783,2,1,16.99364788936833,14.068468892734623,11.235629272070865,2.832839620663759,0,0
ES,2010,4,1363579.051,77083,2,1,17.689750671354254,14.125623456118193,11.252638042372888,2.872985413745305,0,0
ES,2010,5,1466594.422,85746,2,1,17.10393979894106,14.198453551279906,11.35914471670985,2.8393088345700557,0,0
ES,2010,6,1513135.337,87502,2,1,17.29258002102809,14.229694438208332,11.379416929227343,2.8502775089809904,0,0
ES,2010,7,1692577.242,95224,2,1,17.774691695370915,14.341762920541079,11.463987289847715,2.877775630693363,0,0
ES,2010,8,1700988.888,92982,2,1,18.293743821384783,14.346720338728796,11.44016120501539,2.9065591337134054,0,0
ES,2010,9,1537196.0219999999,86359,2,1,17.800067416250766,14.245470549847463,11.366268305126779,2.8792022447206853,0,0
ES,2010,10,1520163.648,85368,2,1,17.807183581669946,14.234328550185092,11.3547266022964,2.879601947888691,0,0
ES,2010,11,1267554.621,71707,2,1,17.676860292579526,14.052600107010102,11.180343650832073,2.872256456178029,0,0
ES,2010,12,1223526.701,65995,2,1,18.539687870293204,14.01724798508403,11.097334260563056,2.919913724520975,0,0
ES,2011,1,1256947.193,67668,2,1,18.57520826683218,14.04419647634784,11.122368673595183,2.9218278027526585,0,0
ES,2011,2,1188035.488,66563,2,1,17.848286405360334,13.987811650512437,11.105904146594758,2.881907503917681,0,0
ES,2011,3,1408887.148,78111,2,1,18.03698772259989,14.158310693989684,11.265886170980464,2.892424523009219,0,0
ES,2011,4,1538698.394,82434,2,1,18.66582228206808,14.246447418306705,11.319753252152003,2.926694166154701,0,0
ES,2011,5,1573876.435,88098,2,1,17.865064303389406,14.269052201065955,11.386205110190993,2.8828470908749635,0,0
ES,2011,6,1634602.3360000001,89540,2,1,18.255554344427072,14.30691011315895,11.402440731794956,2.904469381363992,0,0
ES,2011,7,1819469.487,97091,2,1,18.739836720190336,14.414055525901977,11.483403962033057,2.9306515638689214,0,0
ES,2011,8,1811826.474,95256,2,1,19.020602103804485,14.409845996098648,11.46432328313101,2.945522712967638,0,0
ES,2011,9,1687281.043,90123,2,1,18.721980437846057,14.338628941013969,11.408930682940186,2.929698258073783,0,0
ES,2011,10,1601080.875,85614,2,1,18.701157228957882,14.286189506005933,11.35760410015863,2.9285854058473024,0,0
ES,2011,11,1246511.713,67971,2,1,18.338875594003326,14.03585957861239,11.126836422605564,2.9090231560068274,0,0
ES,2011,12,1234201.858,64884,2,1,19.02166725232723,14.025935050296589,11.080356339170006,2.9455787111265828,0,0
ES,2012,1,1163632.298,62891,2,1,18.50236596651349,13.967056962179122,11.049158348190272,2.91789861398885,1,1
ES,2012,2,1077074.1979999999,59694,2,1,18.04325724528428,13.889758846987409,10.996986791817415,2.8927720551699942,1,1
ES,2012,3,1257246.604,69255,2,1,18.15387486824056,14.044434652897136,11.145550623609198,2.898884029287938,1,1
ES,2012,4,1362987.406,72689,2,1,18.750944517052098,14.125189470724022,11.193945345333564,2.931244125390459,1,1
ES,2012,5,1445874.081,79466,2,1,18.194876815241738,14.184224596996222,11.283084536208287,2.901140060787934,1,1
ES,2012,6,1533009.704,82406,2,1,18.603132102031406,14.24274348790567,11.319413528780622,2.92332995912505,1,1
ES,2012,7,1699162.439,90144,2,1,18.849423577831026,14.34564600467715,11.409163670676099,2.9364823340010497,1,1
ES,2012,8,1707391.555,88591,2,1,19.27274277296791,14.350477357429208,11.39178555129812,2.958691806131087,1,1
ES,2012,9,1563492.786,81506,2,1,19.182548352268547,14.262432841862353,11.308431916151063,2.954000925711289,1,1
ES,2012,10,1451471.9070000001,75538,2,1,19.21512228282454,14.188088707798618,11.232391119876766,2.9556975879218523,1,1
ES,2012,11,1122592.658,57628,2,1,19.47998643020754,13.931151441294254,10.961763839681364,2.969387601612891,1,1
ES,2012,12,1117560.168,55129,2,1,20.271729362041757,13.926658445631192,10.917431172474902,3.0092272731562884,1,1
ES,2013,1,1082240.377,54024,2,1,20.03258509181105,13.894543873603805,10.897183671254679,2.997360202349127,1,1
ES,2013,2,1002886.058,50512,2,1,19.854411981311372,13.818392459294557,10.829966210797773,2.9884262484967845,1,1
ES,2013,3,1214545.458,60481,2,1,20.081438104528697,14.009880456118715,11.010084545108258,2.999795911010457,1,1
ES,2013,4,1309776.206,67510,2,1,19.4012176862687,14.085366845468851,11.120031014035916,2.965335831432934,1,1
ES,2013,5,1420370.608,74249,2,1,19.129828118897223,14.166428387074369,11.215179588560783,2.951248798513586,1,1
ES,2013,6,1502682.881,76708,2,1,19.58965011472076,14.22276265578815,11.247761284393405,2.975001371394743,1,1
ES,2013,7,1662590.8059999999,84649,2,1,19.640997601861805,14.323887670170896,11.34626857414242,2.9776190960284774,1,1
ES,2013,8,1682528.955,84510,2,1,19.909229144479944,14.335808549862596,11.344625149538528,2.9911834003240685,1,1
