iso,YEAR,MONTH,segment,nb_flights,co2_t,co2_per_flight
DK,2019,9,business,5150,1714.6000000000004,0.33293203883495154
DK,2019,9,cargo,4332,7418.700000000001,1.7125346260387813
DK,2019,9,lowcost,32130,41999.60000000002,1.3071770930594466
DK,2019,9,mainline,57653,91835.30000000009,1.592897160598756
DK,2019,9,other,16854,9088.399999999996,0.5392429096950276
DK,2019,9,regional,35378,17338.700000000004,0.4900983662162927
DK,2019,10,business,6578,1723.700000000002,0.26204013377926455
DK,2019,10,cargo,3459,7929.8,2.292512286788089
DK,2019,10,lowcost,32090,42061.3,1.3107291991274541
DK,2019,10,mainline,79487,93078.50000000009,1.1709902248166377
DK,2019,10,other,14655,8849.299999999997,0.6038416922552028
DK,2019,10,regional,33003,17144.7,0.5194891373511499
DK,2019,11,business,4257,1429.400000000002,0.3357763683345083
DK,2019,11,cargo,3148,7652.099999999998,2.430781448538754
DK,2019,11,lowcost,31266,32378.70000000001,1.035588178852428
DK,2019,11,mainline,51505,83663.29999999993,1.6243723910299956
DK,2019,11,other,12286,7908.099999999997,0.643667589125834
DK,2019,11,regional,29765,14744.900000000003,0.4953771207794391
DK,2019,12,business,3137,1426.7,0.4547975773031559
DK,2019,12,cargo,2844,7076.100000000001,2.4880801687763716
DK,2019,12,lowcost,26351,34962.70000000003,1.3268073317900662
DK,2019,12,mainline,40604,82108.99999999997,2.0221899320264005
DK,2019,12,other,11457,8452.999999999998,0.7378022169852491
DK,2019,12,regional,24146,12464.299999999997,0.5162055827052099
DK,2020,1,business,2944,1315.3000000000006,0.44677309782608715
DK,2020,1,cargo,2985,6797.599999999999,2.2772529313232828
DK,2020,1,lowcost,25380,33673.899999999965,1.3267888100866811
DK,2020,1,mainline,69025,83447.09999999999,1.2089402390438246
DK,2020,1,other,13267,8441.999999999993,0.6363156704605406
DK,2020,1,regional,24028,13006.5,0.5413059763609123
DK,2020,2,business,4755,1483.9000000000003,0.31207150368033654
DK,2020,2,cargo,2858,7173.0,2.5097970608817355
DK,2020,2,lowcost,31022,32566.799999999996,1.0497969183160336
DK,2020,2,mainline,39476,74490.90000000005,1.8869920964636755
DK,2020,2,other,11475,7756.200000000002,0.6759215686274511
DK,2020,2,regional,24345,12644.200000000003,0.519375641815568
DK,2020,3,business,4263,1436.000000000001,0.33685198217217943
DK,2020,3,cargo,3189,7560.9,2.370931326434619
DK,2020,3,lowcost,15554,20654.600000000006,1.3279285071364284
DK,2020,3,mainline,25258,49734.800000000025,1.9690711853670133
DK,2020,3,other,9327,6308.2999999999965,0.6763482363032054
DK,2020,3,regional,14347,7697.299999999999,0.5365093747821844
DK,2020,4,business,1714,542.9,0.31674445740956825
DK,2020,4,cargo,2878,7017.600000000001,2.4383599722029192
DK,2020,4,lowcost,220,253.39999999999998,1.1518181818181816
DK,2020,4,mainline,2826,8924.299999999996,3.1579263977353134
DK,2020,4,other,4828,3623.399999999999,0.75049710024855
DK,2020,4,regional,2190,1113.7,0.5085388127853882
DK,2020,5,business,2789,717.3000000000001,0.2571889566152743
DK,2020,5,cargo,4141,8088.8000000000075,1.95334460275296
DK,2020,5,lowcost,300,284.9,0.9496666666666665
DK,2020,5,mainline,4326,14212.200000000004,3.285298196948683
DK,2020,5,other,9193,6608.000000000004,0.7188077885347551
DK,2020,5,regional,2361,1175.0,0.49767047861075814
DK,2020,6,business,3935,1000.4999999999997,0.25425667090216003
DK,2020,6,cargo,5634,8491.7,1.5072239971600996
DK,2020,6,lowcost,1387,1376.2000000000003,0.9922134102379238
DK,2020,6,mainline,6019,16180.700000000004,2.6882704768233934
DK,2020,6,other,7957,6414.899999999998,0.8061958024381045
DK,2020,6,regional,5801,2849.7,0.49124288915704184
DK,2020,7,business,3486,1147.4000000000005,0.32914515203671846
DK,2020,7,cargo,3259,7900.799999999998,2.424301933108315
DK,2020,7,lowcost,8188,10927.399999999998,1.3345627747923787
DK,2020,7,mainline,14608,26140.299999999996,1.7894509857612264
DK,2020,7,other,8466,4718.699999999999,0.5573706591070162
DK,2020,7,regional,9572,4527.300000000001,0.47297325532804024
DK,2020,8,business,4295,1302.7999999999988,0.3033294528521534
DK,2020,8,cargo,3042,7543.799999999998,2.479881656804733
DK,2020,8,lowcost,10035,13661.400000000001,1.361375186846039
DK,2020,8,mainline,16116,28813.09999999999,1.7878567882849337
DK,2020,8,other,7942,4220.299999999999,0.5313900780659783
DK,2020,8,regional,12944,6436.999999999999,0.49729604449938186
DK,2020,9,business,3306,1230.6999999999996,0.3722625529340592
DK,2020,9,cargo,3360,8183.700000000002,2.4356250000000004
DK,2020,9,lowcost,11458,11566.9,1.0095042764880433
DK,2020,9,mainline,15472,28489.4,1.8413521199586351
DK,2020,9,other,9783,5241.700000000001,0.5357967903506082
DK,2020,9,regional,13590,7326.900000000001,0.5391390728476821
DK,2020,10,business,4706,1138.1999999999998,0.24186145346366336
DK,2020,10,cargo,3211,8358.199999999999,2.602989722827779
DK,2020,10,lowcost,7432,9267.100000000002,1.246918729817008
DK,2020,10,mainline,14065,28293.10000000001,2.011596160682546
DK,2020,10,other,9816,5704.7,0.5811634066829666
DK,2020,10,regional,12171,6675.099999999999,0.5484430202941417
DK,2020,11,business,2648,850.6999999999998,0.3212613293051359
DK,2020,11,cargo,3281,8672.999999999989,2.6434014020115786
DK,2020,11,lowcost,3131,3940.7000000000007,1.258607473650591
DK,2020,11,mainline,9662,23149.300000000007,2.3959118194990694
DK,2020,11,other,11595,8099.500000000003,0.6985338507977579
DK,2020,11,regional,10169,5206.299999999999,0.5119775789163142
DK,2020,12,business,2787,889.9000000000002,0.3193039110154289
DK,2020,12,cargo,3293,8528.599999999999,2.5899180078955357
DK,2020,12,lowcost,4097,3996.100000000001,0.9753722235782282
DK,2020,12,mainline,10237,24689.29999999999,2.411771026667968
DK,2020,12,other,10248,6985.799999999996,0.6816744730679153
DK,2020,12,regional,9203,4535.500000000002,0.4928284255134197
DK,2021,1,business,1839,680.2000000000002,0.3698749320282763
DK,2021,1,cargo,2976,7866.699999999999,2.6433803763440857
DK,2021,1,lowcost,2554,3189.9,1.248981989036805
DK,2021,1,mainline,10041,21235.800000000017,2.1149088736181674
DK,2021,1,other,6170,5650.8,0.9158508914100486
DK,2021,1,regional,7244,3860.7,0.5329514080618443
DK,2021,2,business,1616,654.6999999999999,0.40513613861386133
DK,2021,2,cargo,3005,7841.500000000003,2.609484193011648
DK,2021,2,lowcost,952,1189.4999999999998,1.2494747899159662
DK,2021,2,mainline,5794,17181.400000000005,2.9653779772178126
DK,2021,2,other,6336,5934.2999999999965,0.9366003787878783
DK,2021,2,regional,5357,2662.7000000000003,0.4970505880156805
DK,2021,3,business,2767,902.4000000000002,0.3261293820021685
DK,2021,3,cargo,3377,8786.900000000001,2.6019840094758666
DK,2021,3,lowcost,1366,1627.3,1.1912884333821376
DK,2021,3,mainline,7650,21408.900000000005,2.7985490196078437
DK,2021,3,other,9001,7734.700000000001,0.8593156315964894
DK,2021,3,regional,6666,3400.7999999999997,0.5101710171017101
DK,2021,4,business,2491,958.2999999999998,0.3847049377759935
DK,2021,4,cargo,3047,8309.2,2.727010173941582
